event_id,site_id,start_date,end_date,rain_24h_mm,rain_station,rain_event_total_mm,rain_source_url,rain_tier,affected_area_km2,area_method,area_source_url,area_tier,people_affected,people_source_url,deaths,deaths_source_url,driver,notes,site_name,country,iso3,bbox_w,bbox_s,bbox_e,bbox_n,mechanism,coastal,catchment_area_km2,catchment_area_source_url,population,population_source_url,mean_elevation_m,elevation_source_url,selection_reason,selection_source_url,hotspot_subareas,event_year,log10_rain_24h_mm,log10_rain_event_total_mm,rain_burst_ratio,log10_catchment_area_km2,log10_population,log10_population_density,log10_affected_area_km2,area_is_measured,driver_is_rainfall,has_target,has_rainfall,admissible
idn_jakarta_2021,idn_jakarta,2021-02-19,2021-02-22,214.2,Majalengka (BMKG),,https://floodlist.com/asia/indonesia-greater-jakarta-floods-update-february-2021,V3,,,,,52527.0,https://floodlist.com/asia/indonesia-greater-jakarta-floods-update-february-2021,5.0,https://floodlist.com/asia/indonesia-greater-jakarta-floods-update-february-2021,rainfall,"Majalengka station is in West Java, not Jakarta proper — recorded as regional rainfall context, flag if regression needs Jakarta-city-only station. 19,092 displaced within Jakarta per BNPB; wider Java Island toll (4-5 dead, >60,000 displaced) is a broader figure, not Jakarta-only.",Jakarta,Indonesia,IDN,106.68,-6.37,106.97,-6.08,urban pluvial flooding on a coastal plain that is sinking faster than the drainage can be rebuilt,1,662.0,https://en.wikipedia.org/wiki/Jakarta,11010514,https://en.wikipedia.org/wiki/Jakarta,8.0,https://en.wikipedia.org/wiki/Jakarta,"Around 240 square kilometres of the city already sits below sea level and subsidence reaches 17.5 cm a year, so gravity drainage into the Ciliwung keeps failing",https://www.sciencedirect.com/science/article/pii/S2590252023000053,"Kampung Melayu; Kampung Pulo; Bidara Cina; Cipinang Melayu, all riverside kampungs on the Ciliwung",2021,2.3308194664958366,,,2.8208579894397,7.041807593463413,4.220949604023714,,True,True,False,True,False
vnm_mekong_2000,vnm_mekong,2000-09-01,2000-10-31,,,,,,37420.0,simulated inundation extent (ISIS 1D/2D hydraulic model calibrated to the 2000 event; covers ~96% of the Vietnamese Mekong Delta area),https://www.researchgate.net/publication/274679640_The_Historical_Flood_in_2000_in_Mekong_River_Delta_Vietnam_A_Quantitative_Analysis_and_Simulation,V2,670000.0,https://reliefweb.int/report/viet-nam/eyewitness-worst-flood-mekong-delta-70-years,407.0,https://www.adrc.asia/view_disaster_en.php?lang=&KEY=147,rainfall,"""Worst flood in the Mekong delta for 70 years"" per ReliefWeb eyewitness report; death toll varies by source/date across the event (407 per late-Oct report, other contemporaneous reports cite up to 480-485 as the toll rose) — used the ADRC-referenced figure, flag the range. 670,000 relocated or needing relocation; >500,000 homes swamped; flood depth ~2.5m sustained over a month.",Mekong delta,Vietnam,VNM,104.5,8.5,106.8,11.0,seasonal riverine flood pulse spreading across the flattest terrain in Vietnam,1,40519.0,https://en.wikipedia.org/wiki/Mekong_Delta,19000000,https://en.wikipedia.org/wiki/Mekong_Delta,,,"Nineteen million people on a delta at sea level, though the flood pulse itself is shrinking as upstream dams cut reverse flow into the Tonle Sap by 56 percent",https://hess.copernicus.org/articles/26/609/2022/,An Giang; Dong Thap; Long An provinces. No neighbourhood-level list published for this rural deltaic system,2000,,,,4.607658718528297,7.278753600952829,2.671094882424532,4.573103783163991,True,True,True,False,False
vnm_mekong_2011,vnm_mekong,2011-09-01,2011-12-31,,,,,,,,,,600000.0,https://en.wikipedia.org/wiki/2011_Southeast_Asian_floods,85.0,https://en.wikipedia.org/wiki/2011_Southeast_Asian_floods,rainfall,"Worst Mekong Delta flooding in 11 years, slow-onset (not flash flood); affected An Giang, Dong Thap, Long An, Can Tho, Vinh Long, Hau Giang, Kien Giang; 153,744 houses affected, ~13,000 families evacuated, 72 of 85 deaths were children under 16; damages ~US$135M concentrated in An Giang and Dong Thap (~99,000 people affected in those two provinces per ReliefWeb, URL blocked on fetch — verify: https://reliefweb.int/disaster/fl-2011-000137-vnm).",Mekong delta,Vietnam,VNM,104.5,8.5,106.8,11.0,seasonal riverine flood pulse spreading across the flattest terrain in Vietnam,1,40519.0,https://en.wikipedia.org/wiki/Mekong_Delta,19000000,https://en.wikipedia.org/wiki/Mekong_Delta,,,"Nineteen million people on a delta at sea level, though the flood pulse itself is shrinking as upstream dams cut reverse flow into the Tonle Sap by 56 percent",https://hess.copernicus.org/articles/26/609/2022/,An Giang; Dong Thap; Long An provinces. No neighbourhood-level list published for this rural deltaic system,2011,,,,4.607658718528297,7.278753600952829,2.671094882424532,,True,True,False,False,False
dxb-2016-03,are_dubai,2016-03-09,2016-03-12,,,240.0,https://watchers.news/2016/03/09/severe-weather-hits-uae-and-oman-thunderstorms-large-hail-and-severe-flooding/,V3,,,,,,,,,rainfall,"Watchers.news reports ""over 240mm"" as an event total for Dubai; exact station and whether it is a 24h or multi-day figure not specified in source, so recorded as event total only per hard rule 2. No affected-area or casualty figures found for this event.",Dubai and Sharjah,United Arab Emirates,ARE,54.85,24.75,55.65,25.65,"arid urban pluvial flooding where rare, very intense convective storms exceed what the drainage was ever sized for",1,4110.0,https://en.wikipedia.org/wiki/Dubai,3790000,https://www.globalmediainsight.com/blog/dubai-population-statistics/,16.0,https://en.wikipedia.org/wiki/Dubai,"The April 2024 storm was the heaviest since UAE records began in 1949, and the response was a 30 billion dirham drainage programme, which is what a structural shortfall looks like",https://en.wikipedia.org/wiki/2024_United_Arab_Emirates_floods,Al Quoz and the D65 interchange; Nad Al Sheba; Sharjah city along King Abdulaziz Street,2016,,2.380211241711606,,3.6138418218760693,6.578639209968072,2.9647973880920033,,True,True,False,False,False
dxb-2020-01,are_dubai,2020-01-09,2020-01-12,,,,,,,,,,,,,,rainfall,"Dubai was flooded (roads, airport disruption; ~1.3 million m3 of rainwater pumped in 24h) but no Dubai-specific rain gauge figure in mm was found — [FloodList](https://floodlist.com/asia/iran-uae-floods-january-2020); [The Watchers](https://watchers.news/2020/01/13/uae-smashes-24-year-old-rainfall-record-widespread-flooding-and-destruction-reported/). Regional record for this event was 190.4mm at Al Shakla, Al Ain (outside this site's bbox — Abu Dhabi emirate), given only as national context, not a Dubai station figure.",Dubai and Sharjah,United Arab Emirates,ARE,54.85,24.75,55.65,25.65,"arid urban pluvial flooding where rare, very intense convective storms exceed what the drainage was ever sized for",1,4110.0,https://en.wikipedia.org/wiki/Dubai,3790000,https://www.globalmediainsight.com/blog/dubai-population-statistics/,16.0,https://en.wikipedia.org/wiki/Dubai,"The April 2024 storm was the heaviest since UAE records began in 1949, and the response was a 30 billion dirham drainage programme, which is what a structural shortfall looks like",https://en.wikipedia.org/wiki/2024_United_Arab_Emirates_floods,Al Quoz and the D65 interchange; Nad Al Sheba; Sharjah city along King Abdulaziz Street,2020,,,,3.6138418218760693,6.578639209968072,2.9647973880920033,,True,True,False,False,False
dxb-2024-04,are_dubai,2024-04-14,2024-04-17,142.0,Dubai International Airport,164.0,https://en.wikipedia.org/wiki/2024_United_Arab_Emirates_floods,V3,23.8,satellite-derived flood extent — PlanetScope daily optical imagery (14–27 Apr 2024) classified with a U-Net deep-learning model,https://www.tandfonline.com/doi/full/10.1080/19475683.2026.2639768,V1,,,5.0,https://en.wikipedia.org/wiki/2024_United_Arab_Emirates_floods,rainfall,"Deaths figure (5) is the UAE national total (3 Filipino, 1 Emirati, 1 Pakistani), not Dubai-specific — no Dubai/Sharjah-only death toll found. Rain: 142mm/24h at Dubai Airport is widely reported (e.g. NPR, multiple outlets) but Wikipedia's synthesis also cites a 164mm two-day airport total; NCM's official per-station bulletin was not directly retrieved (gap). Insured losses for the whole UAE estimated at US$2.9-3.4bn — [Guy Carpenter](https://www.guycarp.com/insights/2024/09/post-event-report-gulf-floods-update-september-2024.html) — but no people-affected headcount found for Dubai/Sharjah specifically.",Dubai and Sharjah,United Arab Emirates,ARE,54.85,24.75,55.65,25.65,"arid urban pluvial flooding where rare, very intense convective storms exceed what the drainage was ever sized for",1,4110.0,https://en.wikipedia.org/wiki/Dubai,3790000,https://www.globalmediainsight.com/blog/dubai-population-statistics/,16.0,https://en.wikipedia.org/wiki/Dubai,"The April 2024 storm was the heaviest since UAE records began in 1949, and the response was a 30 billion dirham drainage programme, which is what a structural shortfall looks like",https://en.wikipedia.org/wiki/2024_United_Arab_Emirates_floods,Al Quoz and the D65 interchange; Nad Al Sheba; Sharjah city along King Abdulaziz Street,2024,2.1522883443830563,2.214843848047698,0.8658536585365854,3.6138418218760693,6.578639209968072,2.9647973880920033,1.376576957056512,True,True,True,True,True
dxb-2024-05,are_dubai,2024-05-02,2024-05-02,,,,,,,,,,,,,,rainfall,"Follow-up storm two weeks after the April event; flights cancelled, schools/offices closed, remote work ordered — [CNN](https://www.cnn.com/2024/05/02/middleeast/uae-rain-storm-dubai-flights-disruption-climate-intl/index.html). No rainfall-in-mm, area, or casualty figures found for this specific event.",Dubai and Sharjah,United Arab Emirates,ARE,54.85,24.75,55.65,25.65,"arid urban pluvial flooding where rare, very intense convective storms exceed what the drainage was ever sized for",1,4110.0,https://en.wikipedia.org/wiki/Dubai,3790000,https://www.globalmediainsight.com/blog/dubai-population-statistics/,16.0,https://en.wikipedia.org/wiki/Dubai,"The April 2024 storm was the heaviest since UAE records began in 1949, and the response was a 30 billion dirham drainage programme, which is what a structural shortfall looks like",https://en.wikipedia.org/wiki/2024_United_Arab_Emirates_floods,Al Quoz and the D65 interchange; Nad Al Sheba; Sharjah city along King Abdulaziz Street,2024,,,,3.6138418218760693,6.578639209968072,2.9647973880920033,,True,True,False,False,False
dxb-2025-12,are_dubai,2025-12-18,2025-12-19,,,,,,,,,,,,,,rainfall,"Storm centered on Ras Al Khaimah (127mm/2-day at Al Ghaznah, 123mm at Mina Saqr — outside this site) but disrupted Dubai: 13 Emirates flights cancelled from DXB — [The National, 20 Dec 2025](https://www.thenationalnews.com/news/uae/2025/12/20/ras-al-khaimah-hit-by-more-than-a-year-of-rain-during-uae-storms/). No Dubai/Sharjah-specific rainfall, area, or casualty figures found.",Dubai and Sharjah,United Arab Emirates,ARE,54.85,24.75,55.65,25.65,"arid urban pluvial flooding where rare, very intense convective storms exceed what the drainage was ever sized for",1,4110.0,https://en.wikipedia.org/wiki/Dubai,3790000,https://www.globalmediainsight.com/blog/dubai-population-statistics/,16.0,https://en.wikipedia.org/wiki/Dubai,"The April 2024 storm was the heaviest since UAE records began in 1949, and the response was a 30 billion dirham drainage programme, which is what a structural shortfall looks like",https://en.wikipedia.org/wiki/2024_United_Arab_Emirates_floods,Al Quoz and the D65 interchange; Nad Al Sheba; Sharjah city along King Abdulaziz Street,2025,,,,3.6138418218760693,6.578639209968072,2.9647973880920033,,True,True,False,False,False
fjr-2020-01,are_fujairah,2020-01-09,2020-01-12,,,,,,,,,,,,,,rainfall,"Fujairah's Farfar Valley required a bus rescue by Civil Defence and schools closed in Fujairah/RAK — [Gulf News via search synthesis / FloodList](https://floodlist.com/asia/iran-uae-floods-january-2020). No Fujairah-specific rain-gauge, area, or casualty figures found; the 190.4mm Al Shakla (Al Ain) national record for this event is outside this site.",Fujairah and the east coast,United Arab Emirates,ARE,56.05,24.95,56.45,25.65,wadi flash flooding off the Hajar mountains into a narrow coastal strip with no floodplain,1,1580.0,https://u.ae/en/about-the-uae/the-seven-emirates/fujairah,316790,https://www.wam.ae/en/article/hszrh5ch-population-the-emirate-fujairah-reached-316790,,,"Orographic lift over the Hajar concentrates the heaviest rainfall in the country here, and seven wadis converge on Fujairah city alone",https://www.mdpi.com/2073-4441/15/15/2802,"Masafi; Fujairah port and city; Kalba; Khor Fakkan; Rul Dadna. Seven wadis reach Fujairah city: Hayl, Saham, Farfar, Ham, Yabsah, Madhab, Safad",2020,,,,3.1986570869544226,5.500771463910624,2.302114376956201,,True,True,False,False,False
fjr-2022-07,are_fujairah,2022-07-26,2022-07-29,,Fujairah Port,221.8,https://en.wikipedia.org/wiki/2022_United_Arab_Emirates_floods,V3,,,,,,,7.0,https://english.alarabiya.net/News/gulf/2022/07/29/UAE-announces-six-deaths-after-rains-flooding,rainfall,"NCM called this the heaviest UAE rainfall in 27 years. Masafi also exceeded 200mm event total — [ScienceDirect](https://www.sciencedirect.com/science/article/abs/pii/S0140196323000848). 7 deaths nationally (mostly Sharjah/Fujairah/RAK, breakdown by emirate not found). Nationally, 870 people rescued and 3,897 evacuated between 23-28 July, but this is a UAE-wide figure, not Fujairah-specific — GAP: no Fujairah-only people-affected count found. No inundated-area km2 figure found for this event despite a dedicated FRC GIS study existing (PDF retrieved but not text-extractable in this session) — see Gaps.",Fujairah and the east coast,United Arab Emirates,ARE,56.05,24.95,56.45,25.65,wadi flash flooding off the Hajar mountains into a narrow coastal strip with no floodplain,1,1580.0,https://u.ae/en/about-the-uae/the-seven-emirates/fujairah,316790,https://www.wam.ae/en/article/hszrh5ch-population-the-emirate-fujairah-reached-316790,,,"Orographic lift over the Hajar concentrates the heaviest rainfall in the country here, and seven wadis converge on Fujairah city alone",https://www.mdpi.com/2073-4441/15/15/2802,"Masafi; Fujairah port and city; Kalba; Khor Fakkan; Rul Dadna. Seven wadis reach Fujairah city: Hayl, Saham, Farfar, Ham, Yabsah, Madhab, Safad",2022,,2.3459615418131414,,3.1986570869544226,5.500771463910624,2.302114376956201,,True,True,False,False,False
fjr-2024-04,are_fujairah,2024-04-14,2024-04-17,233.3,Kalba,,https://www.nature.com/articles/s41598-026-53055-9,V2,,,,,,,,,rainfall,"Fujairah town itself reported ~145mm (5.7in) on 16 Apr per general-media synthesis, but this could not be traced to a single resolvable NCM/primary URL in this session, so it is DROPPED per hard rule 1 — only the Kalba station figure (traced to the Scientific Reports paper) is retained. No Fujairah/east-coast-specific inundated area, people-affected, or death figures found (UAE national deaths for this event: 4-5, already recorded under the Dubai site, not repeated here to avoid double-counting).",Fujairah and the east coast,United Arab Emirates,ARE,56.05,24.95,56.45,25.65,wadi flash flooding off the Hajar mountains into a narrow coastal strip with no floodplain,1,1580.0,https://u.ae/en/about-the-uae/the-seven-emirates/fujairah,316790,https://www.wam.ae/en/article/hszrh5ch-population-the-emirate-fujairah-reached-316790,,,"Orographic lift over the Hajar concentrates the heaviest rainfall in the country here, and seven wadis converge on Fujairah city alone",https://www.mdpi.com/2073-4441/15/15/2802,"Masafi; Fujairah port and city; Kalba; Khor Fakkan; Rul Dadna. Seven wadis reach Fujairah city: Hayl, Saham, Farfar, Ham, Yabsah, Madhab, Safad",2024,2.3679147387937527,,,3.1986570869544226,5.500771463910624,2.302114376956201,,True,True,False,True,False
fjr-2024-10,are_fujairah,2024-10-23,2024-10-25,,,,,,,,,,,,,,rainfall,"Light-to-heavy rain reported over Khor Fakkan, Masafi, Wadi Isfini and several named Fujairah/RAK mountain locations — [Gulf News, cited in search synthesis](https://gulfnews.com/uae/weather/uae-weather-heavy-rains-reported-in-ras-al-khaimah-and-fujairah-more-rainfall-expected-this-week-1.1729610557038). No numeric rainfall, area, or casualty figures found; included only to flag the event exists.",Fujairah and the east coast,United Arab Emirates,ARE,56.05,24.95,56.45,25.65,wadi flash flooding off the Hajar mountains into a narrow coastal strip with no floodplain,1,1580.0,https://u.ae/en/about-the-uae/the-seven-emirates/fujairah,316790,https://www.wam.ae/en/article/hszrh5ch-population-the-emirate-fujairah-reached-316790,,,"Orographic lift over the Hajar concentrates the heaviest rainfall in the country here, and seven wadis converge on Fujairah city alone",https://www.mdpi.com/2073-4441/15/15/2802,"Masafi; Fujairah port and city; Kalba; Khor Fakkan; Rul Dadna. Seven wadis reach Fujairah city: Hayl, Saham, Farfar, Ham, Yabsah, Madhab, Safad",2024,,,,3.1986570869544226,5.500771463910624,2.302114376956201,,True,True,False,False,False
fjr-2025-12,are_fujairah,2025-12-18,2025-12-19,,,,,,,,,,,,,,rainfall,"December 2025 storm was RAK-centric (127mm/2-day Al Ghaznah, 123mm Mina Saqr) with east-coast/Fujairah impacts implied but not quantified in any source found — [The National](https://www.thenationalnews.com/news/uae/2025/12/20/ras-al-khaimah-hit-by-more-than-a-year-of-rain-during-uae-storms/).",Fujairah and the east coast,United Arab Emirates,ARE,56.05,24.95,56.45,25.65,wadi flash flooding off the Hajar mountains into a narrow coastal strip with no floodplain,1,1580.0,https://u.ae/en/about-the-uae/the-seven-emirates/fujairah,316790,https://www.wam.ae/en/article/hszrh5ch-population-the-emirate-fujairah-reached-316790,,,"Orographic lift over the Hajar concentrates the heaviest rainfall in the country here, and seven wadis converge on Fujairah city alone",https://www.mdpi.com/2073-4441/15/15/2802,"Masafi; Fujairah port and city; Kalba; Khor Fakkan; Rul Dadna. Seven wadis reach Fujairah city: Hayl, Saham, Farfar, Ham, Yabsah, Madhab, Safad",2025,,,,3.1986570869544226,5.500771463910624,2.302114376956201,,True,True,False,False,False
nga_2012,nga_lokoja,2012-09-01,2012-11-30,,,,,,60.57,"geospatial/remote-sensing assessment of inundated area, Niger-Benue confluence, Kogi State (academic paper abstract only; full text not independently verified)",https://www.researchgate.net/publication/273381186_Geospatial_Assessment_of_2012_Flood_Disaster_in_Kogi_State_Nigeria,V2,623690.0,https://www.tandfonline.com/doi/full/10.1080/02626667.2025.2478137,,,rainfall+dam_release,"Partly attributed to Lagdo Dam release, Cameroon; lower Benue >10,000 homes submerged >2 weeks. A different source (EnviroNews/Prime Progress) gives 566,466 displaced across Kogi+Benue states combined and >430 deaths nationally — figures conflict by source/scope, neither independently verified enough to record with confidence. Exact start/end dates not sourced; ""2012 Nigeria floods"" generally spans Aug–Nov.","Niger-Benue confluence, Lokoja",Nigeria,NGA,6.6,7.65,6.95,7.95,"riverine flooding at the confluence of Nigeria's two largest rivers, compounded by upstream dam releases",0,,,791000,https://www.macrotrends.net/global-metrics/cities/206383/lokoja/population,,,"Downstream of Kainji and Jebba on the Niger and of Cameroon's Lagdo dam on the Benue, with no Nigerian counterpart reservoir to absorb the release",https://www.environewsnigeria.com/30-years-of-nigerias-failure-to-tackle-cameroon-dam-flooding/,Lokoja town and the immediate confluence floodplain in Kogi State,2012,,,,,5.898176483497677,,1.7822575736633017,True,True,True,False,False
nga_2018,nga_lokoja,2018-09-07,2018-09-24,,,,,,,,,,141369.0,https://floodlist.com/africa/nigeria-floods-september-2018-update,100.0,https://www.aljazeera.com/news/2018/09/nigeria-floods-kill-100-people-10-states-180917193612830.html,rainfall+dam_release,"Kogi-specific: ""over 70 communities"" and >50,000 displaced in Kogi per Daily Trust (https://dailytrust.com/floods-sack-over-70-communities-in-kogi-displace-over-50000-persons/), V3, not cross-verified. Niger River level at Lokoja: 10.01 m (7 Sep) rising to 11.06 m (18 Sep) — FloodList, V3, downstream of Kainji/Jebba dams.","Niger-Benue confluence, Lokoja",Nigeria,NGA,6.6,7.65,6.95,7.95,"riverine flooding at the confluence of Nigeria's two largest rivers, compounded by upstream dam releases",0,,,791000,https://www.macrotrends.net/global-metrics/cities/206383/lokoja/population,,,"Downstream of Kainji and Jebba on the Niger and of Cameroon's Lagdo dam on the Benue, with no Nigerian counterpart reservoir to absorb the release",https://www.environewsnigeria.com/30-years-of-nigerias-failure-to-tackle-cameroon-dam-flooding/,Lokoja town and the immediate confluence floodplain in Kogi State,2018,,,,,5.898176483497677,,,True,True,False,False,False
nga_2022,nga_lokoja,2022-09-01,2022-10-10,,,,,,154.0,"Sentinel-1 SAR flood delineation over Lokoja area, 25–26 Sep 2022 acquisition",https://user.eumetsat.int/resources/case-studies/severe-flooding-in-nigeria,V1,10000.0,https://tierrasync.com/blog-nigeria-flooding,76.0,https://www.cnn.com/2022/10/10/africa/casualties-latest-nigeria-flood-intl/index.html,rainfall+dam_release,"Copernicus EMS activation EMSR314. National totals: 1.4M displaced, 603 dead (CNN, https://www.cnn.com/2022/10/10/africa/casualties-latest-nigeria-flood-intl/index.html), V3. A separate flood-mapping source (Medium/Irekponor) gives 130.46 km² flooded of which 33.23 km² cropland — kept as alt figure, not independently reconciled with the 154 km² EUMETSAT figure.","Niger-Benue confluence, Lokoja",Nigeria,NGA,6.6,7.65,6.95,7.95,"riverine flooding at the confluence of Nigeria's two largest rivers, compounded by upstream dam releases",0,,,791000,https://www.macrotrends.net/global-metrics/cities/206383/lokoja/population,,,"Downstream of Kainji and Jebba on the Niger and of Cameroon's Lagdo dam on the Benue, with no Nigerian counterpart reservoir to absorb the release",https://www.environewsnigeria.com/30-years-of-nigerias-failure-to-tackle-cameroon-dam-flooding/,Lokoja town and the immediate confluence floodplain in Kogi State,2022,,,,,5.898176483497677,,2.187520720836463,True,True,True,False,False
nga_2024,nga_lokoja,2024-09-23,2024-11-01,,,,,,610.0,"government estimate of inundated farmland, Kogi State (OCHA situation report)",https://reliefweb.int/report/nigeria/nigeria-floods-situation-report-no-5-1-november-2024,V2,,,,,rainfall+dam_release,"NIHSA red-alert water level at Lokoja: 8.89 m (23 Sep 2024). LGAs named as flood-prone: Lokoja, Kogi, Ajaokuta, Bassa, Ibaji, Idah, Igalamela/Odolu, Ofu, Omala, Adavi. ""Tens of thousands displaced"" reported but no clean total sourced for Kogi specifically.","Niger-Benue confluence, Lokoja",Nigeria,NGA,6.6,7.65,6.95,7.95,"riverine flooding at the confluence of Nigeria's two largest rivers, compounded by upstream dam releases",0,,,791000,https://www.macrotrends.net/global-metrics/cities/206383/lokoja/population,,,"Downstream of Kainji and Jebba on the Niger and of Cameroon's Lagdo dam on the Benue, with no Nigerian counterpart reservoir to absorb the release",https://www.environewsnigeria.com/30-years-of-nigerias-failure-to-tackle-cameroon-dam-flooding/,Lokoja town and the immediate confluence floodplain in Kogi State,2024,,,,,5.898176483497677,,2.785329835010767,True,True,True,False,False
usa_2001_allison,usa_houston,2001-06-05,2001-06-09,,,939.5,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5117a1.htm,V2,,,,,,,22.0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5117a1.htm,rainfall,"Station: Port of Houston, storm total 36.99 in. A separate ""up to 37 in in 24 h"" figure is reported for Harris County generally but without a named station, so not recorded as rain_24h_mm (Rule 2). Nationwide toll ~40 deaths, $5–9B damage depending on source (ABC13 vs. other outlets) — not reconciled.","Houston, Harris County",United States,USA,-95.82,29.49,-94.9,30.17,"pluvial and bayou flooding from stalled tropical systems over a flat, heavily paved coastal plain",1,4603.0,"https://en.wikipedia.org/wiki/Harris_County,_Texas",5009302,"https://en.wikipedia.org/wiki/Harris_County,_Texas",,,Five federally declared flood disasters inside two decades on terrain with almost no drainage gradient,https://en.wikipedia.org/wiki/Hurricane_Harvey,Buffalo Bayou; Brays Bayou; White Oak Bayou corridors across Harris County,2001,,2.9728967844365446,,3.663040974893974,6.69977721515525,3.036736240261276,,True,True,False,False,False
usa_2015_memorial,usa_houston,2015-05-25,2015-05-26,,,261.6,https://www.click2houston.com/weather/2019/05/23/remembering-houstons-2015-memorial-day-flood/,V3,,,,,,,8.0,https://www.click2houston.com/weather/2019/05/23/remembering-houstons-2015-memorial-day-flood/,rainfall,"Station: Buffalo Bayou & Beltway 8, 10.3 in measured over ~10 hours (not a clean 24h window, recorded as event total per Rule 2). County-wide overnight average 5.3 in ≈ 162 billion gallons.","Houston, Harris County",United States,USA,-95.82,29.49,-94.9,30.17,"pluvial and bayou flooding from stalled tropical systems over a flat, heavily paved coastal plain",1,4603.0,"https://en.wikipedia.org/wiki/Harris_County,_Texas",5009302,"https://en.wikipedia.org/wiki/Harris_County,_Texas",,,Five federally declared flood disasters inside two decades on terrain with almost no drainage gradient,https://en.wikipedia.org/wiki/Hurricane_Harvey,Buffalo Bayou; Brays Bayou; White Oak Bayou corridors across Harris County,2015,,2.4176377396522297,,3.663040974893974,6.69977721515525,3.036736240261276,,True,True,False,False,False
usa_2016_taxday,usa_houston,2016-04-17,2016-04-18,,,424.2,https://www.click2houston.com/weather/2019/04/16/look-back-at-houstons-2016-tax-day-flood/,V3,,,,,,,5.0,https://www.click2houston.com/weather/2019/04/16/look-back-at-houstons-2016-tax-day-flood/,rainfall,"Peak 16.7 in over 12h, western Harris County (no single named gauge sourced). County average 7.75 in ≈ 240 billion gallons; >10,000 homes damaged.","Houston, Harris County",United States,USA,-95.82,29.49,-94.9,30.17,"pluvial and bayou flooding from stalled tropical systems over a flat, heavily paved coastal plain",1,4603.0,"https://en.wikipedia.org/wiki/Harris_County,_Texas",5009302,"https://en.wikipedia.org/wiki/Harris_County,_Texas",,,Five federally declared flood disasters inside two decades on terrain with almost no drainage gradient,https://en.wikipedia.org/wiki/Hurricane_Harvey,Buffalo Bayou; Brays Bayou; White Oak Bayou corridors across Harris County,2016,,2.627570664180543,,3.663040974893974,6.69977721515525,3.036736240261276,,True,True,False,False,False
usa_2017_harvey,usa_houston,2017-08-25,2017-08-31,,,1538.7,https://www.nhc.noaa.gov/data/tcr/AL092017_Harvey.pdf,V1,606.0,"satellite imagery classification of flooded area, Harris County (University of Colorado analysis)",https://kinder.rice.edu/urbanedge/hurricane-harvey-data,V1,,,,,rainfall,"Rain: station Nederland, TX, storm-total record 60.58 in (new CONUS tropical-cyclone rainfall record); this is event-total, not 24h peak (24h peak not cleanly sourced). Alt area estimate: HCFCD meteorologist stated ~70% of county's 1,800 sq mi (~3,220 km²) flooded to depth ≥1.5 ft — verbal/press estimate, not a formal report, kept as a note not a separate row. 69,000+ properties damaged countywide (California WaterBlog / HCFCD); 68% of flooded structures were outside the 100-yr floodplain.","Houston, Harris County",United States,USA,-95.82,29.49,-94.9,30.17,"pluvial and bayou flooding from stalled tropical systems over a flat, heavily paved coastal plain",1,4603.0,"https://en.wikipedia.org/wiki/Harris_County,_Texas",5009302,"https://en.wikipedia.org/wiki/Harris_County,_Texas",,,Five federally declared flood disasters inside two decades on terrain with almost no drainage gradient,https://en.wikipedia.org/wiki/Hurricane_Harvey,Buffalo Bayou; Brays Bayou; White Oak Bayou corridors across Harris County,2017,,3.187153953785416,,3.663040974893974,6.69977721515525,3.036736240261276,2.782472624166286,True,True,True,False,False
usa_2024_beryl,usa_houston,2024-07-08,2024-07-09,,,,,,,,,,,,7.0,https://www.weather.gov/media/hgx/TropicalEventSummary/PSHHGX_2024AL02_Beryl_Summary.pdf,rainfall,"Rainfall reported only as a range (4–8 in average, 10–15 in in heavier bands) with no single named station isolated — left blank per Rule 1/2. Storm surge 4–6 ft (up to 8 ft in places); 47 high-water rescues in Harris County (NWS HGX summary).","Houston, Harris County",United States,USA,-95.82,29.49,-94.9,30.17,"pluvial and bayou flooding from stalled tropical systems over a flat, heavily paved coastal plain",1,4603.0,"https://en.wikipedia.org/wiki/Harris_County,_Texas",5009302,"https://en.wikipedia.org/wiki/Harris_County,_Texas",,,Five federally declared flood disasters inside two decades on terrain with almost no drainage gradient,https://en.wikipedia.org/wiki/Hurricane_Harvey,Buffalo Bayou; Brays Bayou; White Oak Bayou corridors across Harris County,2024,,,,3.663040974893974,6.69977721515525,3.036736240261276,,True,True,False,False,False
